GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,,S1901_C01_002E,S1901_C01_002M,,S1901_C01_003E,S1901_C01_003M,,S1901_C01_004E,S1901_C01_004M,,S1901_C01_005E,S1901_C01_005M,,S1901_C01_006E,S1901_C01_006M,,S1901_C01_007E,S1901_C01_007M,,S1901_C01_008E,S1901_C01_008M,,S1901_C01_009E,S1901_C01_009M,,S1901_C01_010E,S1901_C01_010M,,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US91605,ZCTA5 91605,16101,639,39.618,6.2,17.2,1030.464,6.4,1.3,1529.595,9.5,1.5,1738.908,10.8,2,2205.837,13.7,1.7,3220.2,20,2.3,1932.12,12,2,1883.817,11.7,1.9,692.343,4.3,1,869.454,5.4,1.1,53335,1982,73962,4091,48.5,(X),(X),(X),(X),(X),11463,631,4.3,1.1,3,1,8.3,1.3,10.6,2.7,13.6,2.1,22,3.3,13.2,2.5,13.7,2.4,5.1,1.4,6,1.4,60711,3777,81810,5171,(X),(X),50.5,(X),(X),(X),7229,580,2.2,1.1,2,1,7.4,1.6,8.1,2.5,13.6,2.8,22.3,3.7,14.7,3,15.2,3.3,6.5,1.9,8,1.9,69159,8065,92930,6939,(X),(X),(X),(X),(X),(X),4638,444,13.1,2.7,14.1,3.6,14,4.1,12.1,3.4,13.7,2.9,14.9,3.4,8.2,3.1,5.7,2.3,2,1.1,2.2,1.2,31340,4391,48174,5642,(X),(X),(X),(X),41.1,(X)
8600000US91606,ZCTA5 91606,15548,694,42.334,6.1,17.2,1103.908,7.1,1.7,1477.06,9.5,1.4,1756.924,11.3,2.2,1881.308,12.1,1.8,2612.064,16.8,1.9,2192.268,14.1,2.4,1881.308,12.1,1.8,699.66,4.5,1.2,1010.62,6.5,1.4,54649,3601,73115,3515,46,(X),(X),(X),(X),(X),9949,611,3.7,1.1,2.3,0.9,8.6,1.8,12.3,2.8,12.3,2.2,17.7,2.4,16.1,2.8,13.2,2.5,6,1.7,8,1.9,63688,4220,83452,4992,(X),(X),49.2,(X),(X),(X),6533,509,2.3,1.3,2.3,1.2,7.4,2.2,10.1,3.2,11.8,2.7,17.7,3.4,13.8,3.3,15.6,3.3,7,2.2,12,3,71936,7186,N,N,(X),(X),(X),(X),(X),(X),5599,506,11.1,2.4,15.9,4.2,11.3,2.8,11.5,3,12.6,2.7,14.1,3.2,9.4,4.8,9.6,3.1,2.4,1.3,2.1,1,35217,5554,50562,5094,(X),(X),(X),(X),38.7,(X)
8600000US91607,ZCTA5 91607,13631,639,33.228,5.2,17.2,940.539,6.9,2.1,804.229,5.9,1.5,1076.849,7.9,2.5,1390.362,10.2,1.9,1826.554,13.4,2.2,1812.923,13.3,2.7,2589.89,19,2.8,845.122,6.2,1.6,1635.72,12,2.3,76092,6002,99419,6451,40.2,(X),(X),(X),(X),(X),6228,593,4.3,2.4,2.7,1.6,3.4,1.6,4.8,2.1,8.2,2.9,15.3,4.3,13.8,3.6,20.1,4.3,8.7,3,18.6,3.9,92417,13084,124811,10417,(X),(X),41.8,(X),(X),(X),4439,481,3.1,2.6,0.8,0.9,2,1.1,3.2,2.2,7.6,3.3,15.5,5.5,11.9,3.8,22.3,5.4,11.7,4,21.9,5.4,108850,14510,N,N,(X),(X),(X),(X),(X),(X),7403,543,6.4,2.3,10.8,3.6,8.8,2.6,10.9,3.9,11.9,3,12.8,3,13,3.6,15.7,3.1,3.5,1.6,6.1,2.3,52347,7936,73518,6694,(X),(X),(X),(X),36.8,(X)
8600000US91608,ZCTA5 91608,9,14,0,0,17.2,0,0,100,0,0,100,0,0,100,0,0,100,9,100,100,0,0,100,0,0,100,0,0,100,0,0,100,-,**,N,N,0,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),9,14,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),0,(X)
8600000US91701,ZCTA5 91701,13347,514,11.308,2.2,17.2,320.328,2.4,1,613.962,4.6,1.1,667.35,5,1.3,854.208,6.4,1.6,1921.968,14.4,2.6,1921.968,14.4,2.4,3390.138,25.4,2.9,1695.069,12.7,2.1,1681.722,12.6,2.2,100653,3983,116194,5584,33.4,(X),(X),(X),(X),(X),10582,582,0.6,0.4,1.1,0.8,2.1,0.9,4.2,1.3,4.6,1.5,13.9,3.2,15.6,2.9,28.7,3.2,15.4,2.6,13.9,2.5,111244,5245,127126,6570,(X),(X),34,(X),(X),(X),8266,499,0.2,0.2,1.3,1,1.8,1,3.5,1.5,3.4,1.3,10.9,2.9,14.3,2.4,31,3.8,16.8,3,16.9,3,120486,7408,N,N,(X),(X),(X),(X),(X),(X),2765,299,9.2,3.4,6.7,3.2,14.6,4.2,9.6,3.9,13.5,4.2,20,5,7.7,3.1,15.9,5.4,2,2,0.9,0.8,46437,4286,58138,6612,(X),(X),(X),(X),29,(X)
8600000US91702,ZCTA5 91702,15994,695,20.85,3,17.2,463.826,2.9,0.8,1023.616,6.4,1.2,1199.55,7.5,1.3,2095.214,13.1,1.8,3406.722,21.3,3.7,2543.046,15.9,2.2,2894.914,18.1,2.1,1055.604,6.6,1.3,831.688,5.2,1,68058,4770,85221,4294,33.3,(X),(X),(X),(X),(X),12182,437,1.9,0.7,2.9,1,5.6,1.3,7.3,1.5,13.5,2,20.7,2.6,17.2,2.5,18.4,2.4,7.4,1.6,5,1.1,73254,3135,87997,4927,(X),(X),34.3,(X),(X),(X),8022,391,0.6,0.4,2.6,1.1,5.1,1.4,6.6,1.6,10.6,2,18.8,3.1,18.7,3.1,20.8,2.7,9.1,2.2,7,1.6,81160,4293,98811,6764,(X),(X),(X),(X),(X),(X),3812,668,8.3,3.5,3.2,1.7,11.4,3.9,10.9,3.2,13.6,4.6,26.5,12.7,7.8,2.6,12.8,3.6,4.2,1.8,1.4,0.9,53659,11633,61346,4382,(X),(X),(X),(X),25.4,(X)
8600000US91706,ZCTA5 91706,18032,409,11.452,2.8,17.2,577.024,3.2,0.9,1676.976,9.3,1.4,1190.112,6.6,1.1,2398.256,13.3,1.4,3750.656,20.8,2.3,2849.056,15.8,1.9,3173.632,17.6,1.7,1117.984,6.2,1.1,775.376,4.3,1.1,68773,1917,81406,3034,41.9,(X),(X),(X),(X),(X),15410,339,2.6,0.9,1.9,0.8,7.7,1.3,6.9,1.3,13.9,1.6,22.4,2.4,15.7,2,18.1,1.8,7.1,1.2,3.7,1.2,69496,2425,81617,3205,(X),(X),42.5,(X),(X),(X),10019,382,1,0.6,1.9,1.2,7,1.5,6,1.7,13.9,2.4,21.1,2.6,16.4,2.5,20.7,2.3,7.9,1.5,4.2,1.7,74247,3755,86717,4500,(X),(X),(X),(X),(X),(X),2622,287,12.2,3.9,11.7,4.3,19.5,5.8,8.8,4.1,12.1,4.2,11.3,3.6,12.7,4.2,8.8,3.9,1.1,1.5,1.8,1.2,31490,5523,53132,8735,(X),(X),(X),(X),29,(X)
8600000US91708,ZCTA5 91708,1287,588,0,0,17.2,0,0,3.1,0,0,3.1,29.601,2.3,2.8,433.719,33.7,29.4,337.194,26.2,21.1,208.494,16.2,11.7,248.391,19.3,18.9,19.305,1.5,2.5,9.009,0.7,1.3,57198,26969,69660,16803,58,(X),(X),(X),(X),(X),1087,594,0,3.6,0,3.6,0,3.6,1.4,2.6,38.5,33.8,28.5,25,9.4,10.8,19.6,21.6,1.7,3.1,0.8,1.6,56341,29921,68195,19849,(X),(X),63.9,(X),(X),(X),768,519,0,5.1,0,5.1,0,5.1,0,5.1,46.6,42.4,13.4,14.9,13.3,15.6,23,30.1,2.5,4.5,1.2,2.4,-,**,N,N,(X),(X),(X),(X),(X),(X),200,100,0,18,0,18,0,18,7.5,11.7,7.5,13.3,21,26.5,46,31.8,18,18.3,0,18,0,18,80664,10411,75245,10410,(X),(X),(X),(X),26,(X)
8600000US91709,ZCTA5 91709,25874,582,18.624,3.2,17.2,517.48,2,0.8,724.472,2.8,0.7,1060.834,4.1,1,2044.046,7.9,1.6,3518.864,13.6,1.6,3467.116,13.4,1.8,5537.036,21.4,2.2,3648.234,14.1,1.9,4476.202,17.3,1.8,104661,3819,125494,4782,34.5,(X),(X),(X),(X),(X),21525,423,1.8,0.8,1.2,0.7,1.9,0.6,3.5,0.9,7.8,1.8,14.1,2.1,13.1,2,21.3,2.4,16.2,2.2,19.2,2.1,113664,6838,134364,5254,(X),(X),35.4,(X),(X),(X),17364,553,1.2,0.8,0.7,0.6,0.9,0.4,3,0.8,6.3,1.7,12.4,2.3,11.9,2.1,23.1,2.7,18.5,2.7,21.9,2.5,126508,4663,N,N,(X),(X),(X),(X),(X),(X),4349,493,10.5,5.5,6.1,3.4,7.5,2.9,8,3.4,12,5.9,16.1,4.4,11.6,4.5,17,4.8,4.7,2.8,6.3,2.8,61016,11413,74690,9460,(X),(X),(X),(X),25.6,(X)
8600000US91710,ZCTA5 91710,23292,808,22.624,2.8,17.2,442.548,1.9,0.6,1490.688,6.4,1.1,1513.98,6.5,1.7,2072.988,8.9,1.3,4169.268,17.9,2.2,3121.128,13.4,1.7,5077.656,21.8,2.1,3004.668,12.9,2.1,1770.192,7.6,1,86702,3844,100746,3408,39.5,(X),(X),(X),(X),(X),18399,621,2,0.7,1.4,0.6,5.1,1.1,4.7,1.2,10,1.6,17.3,1.7,14.3,1.9,23.9,2.4,12.8,2,8.6,1.1,92731,6191,106426,3910,(X),(X),40,(X),(X),(X),13791,653,1.2,0.6,1.2,0.6,3.3,1.1,4.4,1.2,8.1,1.9,16.3,2,14.6,2.2,26.2,2.5,14.6,2.5,10.3,1.6,100797,3149,N,N,(X),(X),(X),(X),(X),(X),4893,663,6.7,2.4,4.9,2.2,13,4,12.7,6.7,9.6,2.5,23.5,7.6,8.8,2.7,8.7,2.5,9.5,7,2.4,1.4,52533,8829,65668,8523,(X),(X),(X),(X),33.6,(X)
8600000US91711,ZCTA5 91711,12211,415,5.395,1.3,17.2,305.275,2.5,1,671.605,5.5,1.8,659.394,5.4,1.3,1050.146,8.6,3,1489.742,12.2,2,1733.962,14.2,2.9,2173.558,17.8,2.7,1416.476,11.6,1.9,2552.099,20.9,2.9,100598,7877,135984,8296,31.7,(X),(X),(X),(X),(X),8589,344,0.9,0.5,0.8,0.7,3.1,1.4,4.3,1.7,5.6,2.4,8.7,2,14.1,3.3,21.8,3.7,14.2,2.5,26.5,3.6,132783,5061,159177,9457,(X),(X),32.3,(X),(X),(X),6922,384,0.2,0.3,0.3,0.4,2.2,1.5,2.7,1.1,4.8,2.5,7.4,2,11.8,3.4,23,4.6,16.6,2.8,31.1,4.4,143980,8383,N,N,(X),(X),(X),(X),(X),(X),3622,442,2.4,1.3,6.7,2.8,11,4.9,8.5,3.4,17,7.9,21.9,5.1,12.5,3.8,10.2,3.7,4.4,2.4,5.3,2.3,51975,5492,76065,10679,(X),(X),(X),(X),27.6,(X)
8600000US91722,ZCTA5 91722,10019,521,16.672,3.2,17.2,260.494,2.6,1.1,460.874,4.6,1.6,681.292,6.8,1.9,951.805,9.5,2.1,1733.287,17.3,2.7,1803.42,18,2.7,2093.971,20.9,2.6,1082.052,10.8,2.6,631.197,6.3,1.9,82441,3952,93765,5105,36.7,(X),(X),(X),(X),(X),7776,520,1.5,0.7,0.9,0.6,3.8,1.7,6.4,2.1,9.7,2.7,16.5,3.2,18.2,3.2,24.7,3,10.3,2.4,8,2.3,88860,6633,100639,5156,(X),(X),37.3,(X),(X),(X),5363,418,1.5,0.8,0.7,0.6,2.4,1.3,3.4,1.6,8.4,2.6,11.3,2.8,19.8,4.2,28.2,3.4,12.9,3,11.1,3.4,102695,4203,N,N,(X),(X),(X),(X),(X),(X),2243,348,9.1,6.3,8.5,4.1,7.5,3.1,9.6,4,9.4,4.3,25.3,6.3,15,5.2,7.6,4.5,8.1,6.2,0,1.8,54869,8382,61971,10440,(X),(X),(X),(X),30.8,(X)
8600000US91723,ZCTA5 91723,5802,282,10.998,3.9,17.2,226.278,3.9,1.7,458.358,7.9,2.8,423.546,7.3,2.6,533.784,9.2,2.6,1282.242,22.1,4.5,852.894,14.7,3.5,1038.558,17.9,4.4,504.774,8.7,2.6,255.288,4.4,1.7,70428,6608,88212,9972,33.2,(X),(X),(X),(X),(X),4182,264,1.9,1.9,2.4,1.9,5.4,2.2,7.6,2.9,7.7,2.5,21.4,5.1,17.5,4.8,21.9,5.2,8.4,3.1,5.8,2.2,78397,5350,98683,13926,(X),(X),36.8,(X),(X),(X),2597,306,0,1.5,0.3,0.6,3.4,2.1,5,3.3,7.3,3.3,16.1,5.6,17.1,5.6,28.8,7.3,12.5,5.1,9.4,3.4,102974,11383,N,N,(X),(X),(X),(X),(X),(X),1620,265,9.5,4.9,11,5.1,13.1,7.1,9.8,4.7,14,6.1,24.9,8.3,9.8,4.2,5.6,3.5,1.5,1.9,0.9,1,41563,7245,47555,5578,(X),(X),(X),(X),20.7,(X)
8600000US91724,ZCTA5 91724,8448,473,11.352,2.4,17.2,261.888,3.1,1.3,549.12,6.5,1.8,380.16,4.5,1.5,802.56,9.5,2.1,1419.264,16.8,3.7,1081.344,12.8,3.1,1562.88,18.5,2.8,1326.336,15.7,3.1,870.144,10.3,2.5,84679,8758,107707,6004,37.3,(X),(X),(X),(X),(X),6663,461,2.2,1.1,0.9,0.7,5.3,2.1,4.9,1.8,9,2.5,16.5,4.6,12.8,3.6,18.5,3.4,18.4,3.8,11.5,3.2,95017,13236,114078,7074,(X),(X),39.2,(X),(X),(X),4618,447,1,1.1,0.3,0.5,2.5,1.3,3.6,1.9,7.3,3,11.9,3.8,15,4.6,20.9,3.9,22.7,5,14.7,4.5,121488,12671,N,N,(X),(X),(X),(X),(X),(X),1785,303,8.3,4.1,11.9,5.3,9,3.4,5.2,2.8,9.4,3.9,20.4,7.7,13.7,6.3,12.8,4.9,3.5,2.8,5.7,3.5,55583,10399,74137,13965,(X),(X),(X),(X),28.9,(X)
8600000US91730,ZCTA5 91730,24954,948,51.192,5.4,17.2,698.712,2.8,1.2,1447.332,5.8,1.5,1721.826,6.9,1.4,2645.124,10.6,1.4,4591.536,18.4,2.1,3793.008,15.2,2.3,4491.72,18,2.3,1946.412,7.8,1.7,2270.814,9.1,2.8,74943,3425,92853,6505,34.2,(X),(X),(X),(X),(X),17458,887,4.7,1.8,2.3,1,4.8,1.4,6.1,1.5,9.3,1.7,17.4,2.1,16.5,3,19.1,2.9,8.9,2.3,11,3.6,81032,3754,100311,7776,(X),(X),37.2,(X),(X),(X),11425,890,1.8,0.9,1.4,0.8,2.4,1,4.7,1.6,7.8,2,16.4,2.6,18,3.9,22.3,3.6,10.7,3.3,14.5,5.3,95829,6102,N,N,(X),(X),(X),(X),(X),(X),7496,728,9.6,3.5,5.2,3.3,10.2,3.6,9.6,3.3,13.2,3.6,19.4,4.4,10.5,3,13.5,3.3,4.3,1.7,4.5,2.2,53208,6894,69532,7843,(X),(X),(X),(X),24.3,(X)
8600000US91731,ZCTA5 91731,8122,388,20.952,5.4,17.2,601.028,7.4,1.8,1023.372,12.6,2.6,722.858,8.9,2.1,1364.496,16.8,3.4,1453.838,17.9,3.2,966.518,11.9,2.4,1023.372,12.6,3.1,397.978,4.9,2.5,121.83,1.5,0.7,48723,4434,62763,4181,39.3,(X),(X),(X),(X),(X),6375,324,2.1,1.2,4.1,1.8,13.3,2.7,8.4,2.2,18.3,3.6,20.4,3.2,13.3,2.8,14.9,3.8,4.1,2,1.1,0.7,53832,3982,65916,4325,(X),(X),41.6,(X),(X),(X),3839,329,1.7,1.5,3.2,2.1,14.6,3.5,6.9,2.6,15.6,4.3,21.2,4.4,14.9,3.8,15.8,4.8,5.4,3.1,0.7,0.6,59245,9940,N,N,(X),(X),(X),(X),(X),(X),1747,284,19.8,5.3,21.3,6,12,4.6,12,5.2,10.6,5.2,11.4,7.5,2.2,2.4,4,2.6,6.1,8.7,0.6,0.6,22837,7410,39322,13165,(X),(X),(X),(X),28.4,(X)
8600000US91732,ZCTA5 91732,15466,450,25.2,5.6,17.2,726.902,4.7,1.2,1391.94,9,1.8,1484.736,9.6,1.9,2366.298,15.3,2.2,3124.132,20.2,2.2,2443.628,15.8,1.9,1778.59,11.5,1.9,742.368,4.8,1.1,525.844,3.4,1,56098,3222,69994,2917,41.5,(X),(X),(X),(X),(X),12688,435,3.6,1.1,3.5,1.1,8.3,1.7,9.6,2.2,16.7,2.6,21.4,2.5,16,2,12.8,2.2,4.7,1.3,3.3,1.1,57731,2969,72244,3223,(X),(X),42.2,(X),(X),(X),7614,476,1.5,0.9,0.9,0.8,6,1.2,9.1,2.3,18.2,3.3,20.1,3,17.2,2.6,15.8,3.2,6.9,2,4.3,1.5,67128,6312,82503,4566,(X),(X),(X),(X),(X),(X),2778,345,19.9,5.7,14.7,4.9,15.7,6,12.5,4.2,10.8,4.1,10.9,4.1,9.4,4.1,2.6,2,1.4,1.5,2.1,1.7,24800,4072,40514,6738,(X),(X),(X),(X),28.6,(X)
8600000US91733,ZCTA5 91733,10868,344,12.384,3.6,17.2,543.4,5,1.7,1380.236,12.7,2.1,1075.932,9.9,1.8,1510.652,13.9,2,2043.184,18.8,2.3,1293.292,11.9,1.7,1554.124,14.3,2.5,706.42,6.5,1.4,358.644,3.3,1.3,57500,5804,71060,3986,45.1,(X),(X),(X),(X),(X),9095,367,3.4,1.3,2.4,0.9,15,2.4,10.1,1.9,13.2,2.1,18.9,2.4,11.7,1.8,15.1,2.7,6.9,1.6,3.4,1.6,57666,4478,72495,4340,(X),(X),45.1,(X),(X),(X),5437,307,1.5,1,1.6,1,15.3,3.2,8.7,2.4,9.3,2.3,21.3,3.1,12.7,2.3,17.3,3.3,9.3,2.5,3,1.6,66204,6777,78045,4436,(X),(X),(X),(X),(X),(X),1773,260,11.4,3.8,20.2,8.9,14.4,4.9,7.7,3.4,17,5.8,18.1,6.9,4.8,3.2,3.2,2.1,1.2,1.5,1.9,1.7,30640,9079,40935,6426,(X),(X),(X),(X),31.5,(X)
8600000US91737,ZCTA5 91737,7795,381,9.525,2.5,17.2,155.9,2,1.1,249.44,3.2,1.3,413.135,5.3,1.9,498.88,6.4,1.8,1036.735,13.3,2.9,1247.2,16,3.8,1473.255,18.9,3,1286.175,16.5,3.1,1239.405,15.9,2.4,103679,10761,126912,8791,32.9,(X),(X),(X),(X),(X),6478,336,2.6,1.6,1.5,1,1.9,1,5.3,2.3,5,1.6,11.6,2.6,15.8,4.3,19.5,3.3,18.8,3.3,17.9,2.5,113347,9519,135664,9854,(X),(X),33.1,(X),(X),(X),5165,365,1.5,1.6,1.4,0.9,1.8,1.2,4.4,2.6,3.1,1.3,8.9,2.6,14.7,4.8,21,3.9,21.5,3.8,21.8,3.1,129243,13896,N,N,(X),(X),(X),(X),(X),(X),1317,215,6.7,5.3,4.6,3.7,9.9,5.8,7.7,3.6,11.3,6.4,25.7,9,14,8.2,11.8,6.6,7.7,5.8,0.5,0.8,56353,9694,67243,10648,(X),(X),(X),(X),30.9,(X)
8600000US91739,ZCTA5 91739,11421,588,12.936,2.2,17.2,137.052,1.2,0.7,171.315,1.5,0.7,468.261,4.1,1.9,593.892,5.2,2.1,1279.152,11.2,2.4,1370.52,12,2.9,2878.092,25.2,4.2,1496.151,13.1,2.2,2775.303,24.3,3.5,119397,9757,148191,8999,30.4,(X),(X),(X),(X),(X),9535,568,1.2,0.8,1,0.6,1.4,0.7,4.2,2.2,6,2.5,10.2,2.6,9.3,2.8,27.6,4.4,11.5,2.4,27.6,3.9,122356,4788,154502,10047,(X),(X),31.2,(X),(X),(X),7268,549,1.2,0.9,0.2,0.3,1.2,0.8,3.3,1.8,4.9,3,8.6,2.6,7.6,2.3,26.5,4.9,14.9,3.1,31.6,3.7,143036,9533,N,N,(X),(X),(X),(X),(X),(X),1886,399,7.9,6,1.6,2,2.1,2.1,3.1,3.2,4.7,4,16,8.3,25.3,10.2,25,10.3,7.3,4.7,7.1,4.5,89226,12075,103172,16487,(X),(X),(X),(X),25.4,(X)
8600000US91740,ZCTA5 91740,8199,393,13.755,3.5,17.2,204.975,2.5,1.2,360.756,4.4,1.2,409.95,5,1.4,828.099,10.1,2.3,1344.636,16.4,2.7,1115.064,13.6,2.7,2082.546,25.4,3.7,787.104,9.6,1.7,778.905,9.5,2.2,89655,4381,108343,7244,31.1,(X),(X),(X),(X),(X),6222,304,1.9,1.5,1.3,1,3.6,1.3,4.3,1.5,8.6,2.4,18.6,3.6,12.3,2.5,28.6,4.2,10.1,2,10.8,2.8,98468,8108,115114,8764,(X),(X),31.6,(X),(X),(X),4542,336,0.4,0.4,0.5,0.5,1.7,1.1,4.1,1.6,8.2,2.7,15.7,3.8,11.5,2.6,33.6,5.4,11.6,2.7,12.7,3.4,107694,5947,N,N,(X),(X),(X),(X),(X),(X),1977,300,10.1,5.2,7.5,4.7,8.1,3.7,8,4,13.8,5.4,15.6,5.9,9.6,4.1,16.3,6.6,6.4,3.1,4.6,2.7,53093,11750,78791,13231,(X),(X),(X),(X),28.5,(X)
8600000US91741,ZCTA5 91741,8688,367,8.074,2.2,17.2,321.456,3.7,1.4,408.336,4.7,1.5,373.584,4.3,1,651.6,7.5,1.7,1207.632,13.9,2.7,834.048,9.6,1.8,1850.544,21.3,3.1,1086,12.5,2.2,1772.352,20.4,2.6,108750,7993,143102,8440,34.8,(X),(X),(X),(X),(X),6734,343,0.9,0.9,1.7,0.9,2.4,1,3,1,6.3,1.6,15,3.3,9.9,2.1,22.3,3.1,13.9,2.5,24.6,3.3,122125,7725,161309,10304,(X),(X),36.1,(X),(X),(X),5461,330,0.5,0.8,1,0.6,2.7,1.1,1.3,0.7,4.7,1.8,14.2,3.7,8.8,2.2,24.6,3.6,14.3,2.9,27.8,3.9,133085,10551,N,N,(X),(X),(X),(X),(X),(X),1954,255,7.1,3.5,10.7,5.8,12.8,5.4,8.6,3.8,11.3,4.4,13.1,4.8,9.5,3.4,15.3,7.4,7.1,3.4,4.4,3,47179,17160,72844,11967,(X),(X),(X),(X),29.1,(X)
8600000US91744,ZCTA5 91744,18821,442,17.68,4,17.2,451.704,2.4,0.7,1091.618,5.8,1.1,1486.859,7.9,1.6,2220.878,11.8,1.4,3538.348,18.8,2,2936.076,15.6,1.8,3745.379,19.9,1.9,1750.353,9.3,1.6,884.587,4.7,1.1,74100,3711,87402,3733,52.8,(X),(X),(X),(X),(X),16671,416,3.1,0.7,2.1,0.8,5.8,1.3,7.9,1.7,11.4,1.4,18.7,2.2,17.3,2,20.6,2.1,8.8,1.6,4.2,1.1,75904,2935,87154,3968,(X),(X),52.3,(X),(X),(X),10728,430,1.5,0.7,0.8,0.6,5.3,1.5,6.9,2,9.9,1.6,18.1,2.9,18.4,2.4,23,2.8,10.6,2.2,5.5,1.7,84340,5077,N,N,(X),(X),(X),(X),(X),(X),2150,289,15.7,5.5,8.3,3.8,12.3,3.9,10.3,3.4,14,5.5,20.2,5.7,8.2,3.3,5,2.4,4,2.8,2,2.1,37632,9915,55433,11767,(X),(X),(X),(X),40.1,(X)
8600000US91745,ZCTA5 91745,16467,441,17.64,4,17.2,494.01,3,0.8,806.883,4.9,1.3,1202.091,7.3,1.1,1366.761,8.3,1.7,2255.979,13.7,1.8,2223.045,13.5,1.7,3375.735,20.5,2.5,1926.639,11.7,1.7,2157.177,13.1,2,88702,4243,113820,6192,44.4,(X),(X),(X),(X),(X),13983,461,2.5,0.9,2.1,0.8,4.8,1.4,6.5,1.3,8.7,2,13.6,1.7,13.9,1.9,21,2.7,12.7,2.1,14.2,2.3,93793,8175,119176,7660,(X),(X),44.5,(X),(X),(X),10208,450,2.4,1,1.3,0.6,4.2,1.4,6,1.5,7.9,2.3,12.4,2,13.2,1.9,21.2,2.8,14.4,2.6,16.8,2.7,104155,5765,N,N,(X),(X),(X),(X),(X),(X),2484,240,12.6,3.8,9.6,4.2,6.5,2.7,11.6,3.5,9.9,2.5,16.2,3.7,12.2,3.1,14.2,4.8,4.8,2.2,2.5,1.6,49559,9277,68580,10435,(X),(X),(X),(X),37.7,(X)
8600000US91746,ZCTA5 91746,6819,381,16.764,4.4,17.2,163.656,2.4,1,347.769,5.1,1.7,593.253,8.7,2.4,654.624,9.6,2.8,1261.515,18.5,3.1,1077.402,15.8,3.1,1445.628,21.2,3.1,702.357,10.3,2.8,272.76,4,1.5,77740,8114,88302,5079,52.3,(X),(X),(X),(X),(X),5992,408,3.7,2.2,1.2,0.9,4.9,1.7,7.5,2.2,9.6,2.7,20.3,3.4,16.6,3.2,22.7,3.7,9.7,2.9,3.8,1.8,80517,7725,90072,5373,(X),(X),54.6,(X),(X),(X),3932,335,0.7,0.7,1.5,1.3,3.5,1.8,5.2,2.3,9.4,3.5,18.9,4,16.5,3.7,26.1,4.6,12.6,4.1,5.5,2.7,91885,9344,N,N,(X),(X),(X),(X),(X),(X),827,149,17.9,8,11,5.4,8.2,4.2,21.3,9.2,6.9,4.3,20.2,9.8,7.4,5.4,5.2,5.1,1.9,2.1,0,4.7,30564,4982,41405,7840,(X),(X),(X),(X),27.3,(X)
